Link Text,Link Url
http://pec.ac.in/teqip-third-phase/team
Skip to main content,https://pec.ac.in/teqip-third-phase/team#main-content
Alumni,https://alumni.pec.ac.in/
Webmail,https://pec.ac.in/institute/email-services
Jobs,https://pec.ac.in/jobs
Tenders,https://pec.ac.in/tenders
Office Orders,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
NIRF,https://pec.ac.in/nirf-data-20
RTI,https://pec.ac.in/node/549
Placements,https://pec.ac.in/tnp/about-cell
Contact Us,https://pec.ac.in/institute-functionaries
,https://pec.ac.in/
,https://pec.ac.in/teqip-third-phase/team#
Home,https://pec.ac.in/
Institute,https://pec.ac.in/institute
History,https://pec.ac.in/history
Vision & Mission,https://pec.ac.in/vision
Campus,https://pec.ac.in/campus
Location,https://pec.ac.in/location
News and Events,https://pec.ac.in/all_events
Tenders & Quotations,https://pec.ac.in/tenders
Balance Sheets,https://pec.ac.in/balance-sheets
Rules, Guidelines & Forms,http://pec.ac.in/rules-guidelines-forms
Faculty Affairs,https://pec.ac.in/faculty-affairs
IQAC Reports,https://pec.ac.in/institute/iqac-reports
Administration,https://pec.ac.in/administration
Board Of Governors,https://pec.ac.in/board-of-governors
Chairman, Board of Governors,https://pec.ac.in/chairman-bog
Director,https://pec.ac.in/director
Senate Members,https://pec.ac.in/senate-members
Building & Works Committee,https://pec.ac.in/building-works-committee
Finance Committee,https://pec.ac.in/finance-committee
Grievance Redressal Committee,https://pec.ac.in/grievance-redressal-committee
Institute Functionaries,https://pec.ac.in/institute-functionaries
Minutes of Meetings,https://pec.ac.in/minutes-meetings
Programmes,https://pec.ac.in/programmes
Undergraduate,https://pec.ac.in/programmes/ug/structure
Postgraduate,https://pec.ac.in/programmes/pg/structure
Doctorate,https://pec.ac.in/programmes/phd
Academic Support for Students,https://pec.ac.in/programmes/student-support
Accreditation,https://pec.ac.in/programmes/accreditation
Scholarships,https://pec.ac.in/programmes/scholarships
IQAC Reports,https://pec.ac.in/iqac/aqar-reports
E-Academic Portal,https://eakadamik.in/pec/
Admissions,https://pec.ac.in/admissions
Academic Units,https://pec.ac.in/academic-units
Departments,https://pec.ac.in/departments
Centres,https://pec.ac.in/centres
Research,https://pec.ac.in/research/overview
Overview,https://pec.ac.in/research/overview
Research Groups,https://pec.ac.in/research-groups
Sponsored Research,https://pec.ac.in/sponsored-research
In-House Projects,https://pec.ac.in/house-projects
Consultancy,https://pec.ac.in/consultancy
Courses and Conferences,https://pec.ac.in/courses-and-conferences
Young Research Fellows Programme,https://pec.ac.in/yrf/about-programme
Norms and Forms,https://pec.ac.in/norms-and-forms
Contacts,https://pec.ac.in/research/contacts
Campus Life,https://pec.ac.in/campus-life
Students,https://pec.ac.in/current-students
Facilities,https://pec.ac.in/facilities
Online Fee Payment,https://www.onlinesbi.com/
-A,
A,
+A,
TEQIP-III,http://pec.ac.in/teqip-third-phase
Improvement in Teaching, Training and Learning Facilities,http://pec.ac.in/teqip-third-phase/improvement-teaching-facilities
Improve Student Learning,http://pec.ac.in/teqip-third-phase/improve-student-learning
Student Employability,http://pec.ac.in/teqip-third-phase/student-employability
Increasing Faculty Productivity & Motivation,http://pec.ac.in/teqip-third-phase/increasing-faculty-productivity-motivation
Key Activities,http://pec.ac.in/teqip-third-phase/key-activities
Dileverables for Institutions,http://pec.ac.in/teqip-third-phase/dileverables-institutions
Download Forms,http://pec.ac.in/teqip-third-phase/download-forms
Happenings,https://pec.ac.in/teqip-third-phase/happenings
Media Coverage,http://pec.ac.in/teqip-third-phase/media-coverage
Team,http://pec.ac.in/teqip-third-phase/team
Performance Audit Report 2019,https://pec.ac.in/sites/default/files/uploads/performance_audit_report_teqip3_19.pdf#overlay-context=teqip-third-phase
Procurement Report,https://pec.ac.in/sites/default/files/uploads/procurement_report_teqip3.pdf#overlay-context=teqip-third-phase/download-forms
Equity Action Plan,https://pec.ac.in/sites/default/files/EAP%20PLAN%20PEC.pdf
Project Implementation Plan,http://www.npiu.nic.in/PDF/TEQIP_DRAFT/Draft%20PIP%20June%2017%20TEQIP-III.pdf
Financial Management Manual,http://www.npiu.nic.in/PDF/TEQIP_DRAFT/Draft%20FM%20Manual-TEQIP-III..pdf
Procurement Manual,http://www.npiu.nic.in/PDF/TEQIP_DRAFT/Draft%20_Procurement_Manual_TEQIP-III.pdf
Permissible & Non-permissible Expenditures,http://pec.ac.in/sites/default/files/uploads/teqip_expenditures.pdf
Institute Development Programme (IDP),http://pec.ac.in/sites/default/files/uploads/pec_teqip_idp.pdf
TEQIP-III Presentation to Prof. A. K. Saxena, IIT Roorkee (Mentor),http://www.pec.ac.in/sites/default/files/uploads/presenatation_mentor_21-11-18.pdf
Equity Action Plan Jan 2020 to Sept 2020,https://pec.ac.in/sites/default/files/uploads/equity_action_plan_2020.pdf
Procurement Details of TEQIP-II,http://pec.ac.in/sites/default/files/uploads/procuremnt_teqip.pdf
Archive,http://pec.ac.in/teqip
Quick Links,https://pec.ac.in/teqip-third-phase/team#0
Alumni,http://alumni.pec.ac.in
Central Library,http://pec.ac.in/library
TEQIP III,http://pec.ac.in/teqip-third-phase
Admissions,http://pec.ac.in/admissions
Placement,http://pec.ac.in/tnp/about-cell
Tenders,http://pec.ac.in/tenders
Close modal,https://pec.ac.in/teqip-third-phase/team#0
,
Dr. Sanjay Batish,http://pec.ac.in/cc/sanjay-batish
Dr. Balwinder Singh Surjan,http://pec.ac.in/balwinder-singh-surjan
Overview,https://pec.ac.in/research/overview
Research Groups,https://pec.ac.in/research-groups
Sponsored Research,https://pec.ac.in/sponsored-research
Consultancy,https://pec.ac.in/consultancy
Collaborations,https://pec.ac.in/coe/collaborations
In-House Projects,https://pec.ac.in/house-projects
Time Tables,https://pec.ac.in/current-students/time-tables
Examination,https://pec.ac.in/current-students/examination
Academic Calendar,https://pec.ac.in/academics/calendar
Undergraduate Programme,https://pec.ac.in/programmes/ug/structure
Postgraduate Programme,https://pec.ac.in/programmes/pg/structure
PhD Programme,https://pec.ac.in/programmes/phd
Library,https://pec.ac.in/library
Computer Centre,https://pec.ac.in/computer-centre
Sports,https://pec.ac.in/Sports
Hostels,https://pec.ac.in/hostels
Medical Facility,https://pec.ac.in/medical-facilities
Workshops,https://pec.ac.in/workshops
E-Notices,http://172.15.0.24/enotices/
Multimedia,https://pec.ac.in/multimedia
Brochure & Prospectus,https://pec.ac.in/prospectus
CRIKC,http://crikc.puchd.ac.in/
Sexual Harassment Complaints,https://pec.ac.in/institute/sexual-harassment-complaints-committee
Website Credits,https://pec.ac.in/credits
Web Editor,https://pec.ac.in/web_editor
Anti-Ragging,https://pec.ac.in/anti-ragging
Privacy Statement,https://pec.ac.in/privacy-policy
Report Copyright Infringement,https://pec.ac.in/reporting-copyright-infringement

http://pec.ac.in/sites/default/files/uploads/teqip_expenditures.pdf
http://pec.ac.in/sites/default/files/uploads/pec_teqip_idp.pdf
http://pec.ac.in/sites/default/files/uploads/procuremnt_teqip.pdf
http://pec.ac.in/teqip
Skip to main content,https://pec.ac.in/teqip#main-content
Alumni,https://alumni.pec.ac.in/
Webmail,https://pec.ac.in/institute/email-services
Jobs,https://pec.ac.in/jobs
Tenders,https://pec.ac.in/tenders
Office Orders,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
NIRF,https://pec.ac.in/nirf-data-20
RTI,https://pec.ac.in/node/549
Placements,https://pec.ac.in/tnp/about-cell
Contact Us,https://pec.ac.in/institute-functionaries
,https://pec.ac.in/
,https://pec.ac.in/teqip#
Home,https://pec.ac.in/
Institute,https://pec.ac.in/institute
History,https://pec.ac.in/history
Vision & Mission,https://pec.ac.in/vision
Campus,https://pec.ac.in/campus
Location,https://pec.ac.in/location
News and Events,https://pec.ac.in/all_events
Tenders & Quotations,https://pec.ac.in/tenders
Balance Sheets,https://pec.ac.in/balance-sheets
Rules, Guidelines & Forms,http://pec.ac.in/rules-guidelines-forms
Faculty Affairs,https://pec.ac.in/faculty-affairs
IQAC Reports,https://pec.ac.in/institute/iqac-reports
Administration,https://pec.ac.in/administration
Board Of Governors,https://pec.ac.in/board-of-governors
Chairman, Board of Governors,https://pec.ac.in/chairman-bog
Director,https://pec.ac.in/director
Senate Members,https://pec.ac.in/senate-members
Building & Works Committee,https://pec.ac.in/building-works-committee
Finance Committee,https://pec.ac.in/finance-committee
Grievance Redressal Committee,https://pec.ac.in/grievance-redressal-committee
Institute Functionaries,https://pec.ac.in/institute-functionaries
Minutes of Meetings,https://pec.ac.in/minutes-meetings
Programmes,https://pec.ac.in/programmes
Undergraduate,https://pec.ac.in/programmes/ug/structure
Postgraduate,https://pec.ac.in/programmes/pg/structure
Doctorate,https://pec.ac.in/programmes/phd
Academic Support for Students,https://pec.ac.in/programmes/student-support
Accreditation,https://pec.ac.in/programmes/accreditation
Scholarships,https://pec.ac.in/programmes/scholarships
IQAC Reports,https://pec.ac.in/iqac/aqar-reports
E-Academic Portal,https://eakadamik.in/pec/
Admissions,https://pec.ac.in/admissions
Academic Units,https://pec.ac.in/academic-units
Departments,https://pec.ac.in/departments
Centres,https://pec.ac.in/centres
Research,https://pec.ac.in/research/overview
Overview,https://pec.ac.in/research/overview
Research Groups,https://pec.ac.in/research-groups
Sponsored Research,https://pec.ac.in/sponsored-research
In-House Projects,https://pec.ac.in/house-projects
Consultancy,https://pec.ac.in/consultancy
Courses and Conferences,https://pec.ac.in/courses-and-conferences
Young Research Fellows Programme,https://pec.ac.in/yrf/about-programme
Norms and Forms,https://pec.ac.in/norms-and-forms
Contacts,https://pec.ac.in/research/contacts
Campus Life,https://pec.ac.in/campus-life
Students,https://pec.ac.in/current-students
Facilities,https://pec.ac.in/facilities
Online Fee Payment,https://www.onlinesbi.com/
-A,
A,
+A,
About TEQIP,https://pec.ac.in/teqip
Key Activities,https://pec.ac.in/teqip/key-activities
Tenders,https://pec.ac.in/teqip/tenders
Schemes & Forms,https://pec.ac.in/teqip/schemes-forms
Centre of Excellence,https://pec.ac.in/coe
Contact Us,https://pec.ac.in/teqip/contact-us
Quick Links,https://pec.ac.in/teqip#0
Alumni,http://alumni.pec.ac.in
Central Library,http://pec.ac.in/library
TEQIP III,http://pec.ac.in/teqip-third-phase
Admissions,http://pec.ac.in/admissions
Placement,http://pec.ac.in/tnp/about-cell
Tenders,http://pec.ac.in/tenders
Close modal,https://pec.ac.in/teqip#0
,
Internal review meeting,https://pec.ac.in/sites/default/files/uploads/internal-review_teqip.pdf
TEQIP-II Good Governance Programme,https://pec.ac.in/sites/default/files/uploads/TEQIP-II-Good-Governance-Programme.pdf
TEQIP Good Practice Guide for Governing Bodies,https://pec.ac.in/sites/default/files/uploads/Good_Practice_Guide.pdf
PIP-TEQIP-II for Web,https://pec.ac.in/sites/default/files/uploads/PIP-TEQIP-II-for-Web.pdf
F M Manual-TEQIP-II,https://pec.ac.in/sites/default/files/uploads/F-M-Manual-TEQIP-II.pdf
PROCUREMENT MANUAL,https://pec.ac.in/sites/default/files/uploads/PROCUREMENT-MANUAL.pdf
Permissble & Non Permissible,https://pec.ac.in/sites/default/files/uploads/Permissble-Non-Permissible.pdf
Institutional Development Proposal Under Sub-component 1.2,https://pec.ac.in/sites/default/files/uploads/idp_teqip.pdf
Institutional Development Proposal Under Sub-component 1.2 (Upgraded),https://pec.ac.in/sites/default/files/uploads/Merged-IDP-2016.pdf
Minutes of BoG Meetings,https://pec.ac.in/teqip/minutes-bog-meetings
Management Information System,http://www.npiu-teqipmis.edu.in/LoginPage.aspx
National Project Implimentation Unit,http://www.npiu.nic.in/index.htm
Procuerment Management Support System,http://www.teqip-pmss.com/
Good Governance,http://teqipgoodgovernance.in
Overview,https://pec.ac.in/research/overview
Research Groups,https://pec.ac.in/research-groups
Sponsored Research,https://pec.ac.in/sponsored-research
Consultancy,https://pec.ac.in/consultancy
Collaborations,https://pec.ac.in/coe/collaborations
In-House Projects,https://pec.ac.in/house-projects
Time Tables,https://pec.ac.in/current-students/time-tables
Examination,https://pec.ac.in/current-students/examination
Academic Calendar,https://pec.ac.in/academics/calendar
Undergraduate Programme,https://pec.ac.in/programmes/ug/structure
Postgraduate Programme,https://pec.ac.in/programmes/pg/structure
PhD Programme,https://pec.ac.in/programmes/phd
Library,https://pec.ac.in/library
Computer Centre,https://pec.ac.in/computer-centre
Sports,https://pec.ac.in/Sports
Hostels,https://pec.ac.in/hostels
Medical Facility,https://pec.ac.in/medical-facilities
Workshops,https://pec.ac.in/workshops
E-Notices,http://172.15.0.24/enotices/
Multimedia,https://pec.ac.in/multimedia
Brochure & Prospectus,https://pec.ac.in/prospectus
CRIKC,http://crikc.puchd.ac.in/
Sexual Harassment Complaints,https://pec.ac.in/institute/sexual-harassment-complaints-committee
Website Credits,https://pec.ac.in/credits
Web Editor,https://pec.ac.in/web_editor
Anti-Ragging,https://pec.ac.in/anti-ragging
Privacy Statement,https://pec.ac.in/privacy-policy
Report Copyright Infringement,https://pec.ac.in/reporting-copyright-infringement

http://pec.ac.in/library
Skip to main content,https://pec.ac.in/library#main-content
Alumni,https://alumni.pec.ac.in/
Webmail,https://pec.ac.in/institute/email-services
Jobs,https://pec.ac.in/jobs
Tenders,https://pec.ac.in/tenders
Office Orders,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
,https://pec.ac.in/office-orders
NIRF,https://pec.ac.in/nirf-data-20
RTI,https://pec.ac.in/node/549
Placements,https://pec.ac.in/tnp/about-cell
Contact Us,https://pec.ac.in/institute-functionaries
,https://pec.ac.in/
,https://pec.ac.in/library#
Home,https://pec.ac.in/
Institute,https://pec.ac.in/institute
History,https://pec.ac.in/history
Vision & Mission,https://pec.ac.in/vision
Campus,https://pec.ac.in/campus
Location,https://pec.ac.in/location
News and Events,https://pec.ac.in/all_events
Tenders & Quotations,https://pec.ac.in/tenders
Balance Sheets,https://pec.ac.in/balance-sheets
Rules, Guidelines & Forms,http://pec.ac.in/rules-guidelines-forms
Faculty Affairs,https://pec.ac.in/faculty-affairs
IQAC Reports,https://pec.ac.in/institute/iqac-reports
Administration,https://pec.ac.in/administration
Board Of Governors,https://pec.ac.in/board-of-governors
Chairman, Board of Governors,https://pec.ac.in/chairman-bog
Director,https://pec.ac.in/director
Senate Members,https://pec.ac.in/senate-members
Building & Works Committee,https://pec.ac.in/building-works-committee
Finance Committee,https://pec.ac.in/finance-committee
Grievance Redressal Committee,https://pec.ac.in/grievance-redressal-committee
Institute Functionaries,https://pec.ac.in/institute-functionaries
Minutes of Meetings,https://pec.ac.in/minutes-meetings
Programmes,https://pec.ac.in/programmes
Undergraduate,https://pec.ac.in/programmes/ug/structure
Postgraduate,https://pec.ac.in/programmes/pg/structure
Doctorate,https://pec.ac.in/programmes/phd
Academic Support for Students,https://pec.ac.in/programmes/student-support
Accreditation,https://pec.ac.in/programmes/accreditation
Scholarships,https://pec.ac.in/programmes/scholarships
IQAC Reports,https://pec.ac.in/iqac/aqar-reports
E-Academic Portal,https://eakadamik.in/pec/
Admissions,https://pec.ac.in/admissions
Academic Units,https://pec.ac.in/academic-units
Departments,https://pec.ac.in/departments
Centres,https://pec.ac.in/centres
Research,https://pec.ac.in/research/overview
Overview,https://pec.ac.in/research/overview
